"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name","Broad_category","Policytype_detail_new","Market_non_market","label","High_income"
"429","Industry","EnergyEfficiencyMandates","IDN",2012,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"430","Industry","EnergyEfficiencyMandates","DNK",2012,5,"NMBI","Other regulatory instruments",5,5,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"431","Industry","EnergyEfficiencyMandates","FIN",2012,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"432","Industry","EnergyEfficiencyMandates","BEL",2012,8,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"433","Industry","ETS Industry","AUS",2012,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"434","Industry","Excise Taxes Industry","ROU",2012,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",1
"435","Industry","Financing Mechanism Industry","GBR",2012,10,"MBI","Subsidy",10,10,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"436","Industry","Financing Mechanism Industry","SAU",2012,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"437","Industry","Fossil Fuel Subsidies Industry","PRT",2012,7,"MBI","Carbon Pricing",3,0,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"438","Industry","Fossil Fuel Subsidies Industry","CHL",2012,9,"MBI","Carbon Pricing",4,7,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"439","Industry","Fossil Fuel Subsidies Industry","GBR",2012,6,"MBI","Carbon Pricing",6,1,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"440","Industry","Fossil Fuel Subsidies Industry","ESP",2012,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"441","Industry","MEPS electric motors","CAN",2012,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"442","Industry","MEPS electric motors","CHN",2012,7,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"443","Industry","MEPS electric motors","BRA",2012,7,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"444","Transport","Carbon Tax Transport","JPN",2012,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Driving taxation","Carbon Pricing","Market","jump",1
"445","Transport","Congestion Charges","ITA",2012,2,"MBI","Other MBI",2,2,1,1,1,"OECD","Congestion charge","Driving taxation","Other MBI","Market","jump",1
"446","Transport","Excise Tax Transport","FIN",2012,6,"MBI","Carbon Pricing",2,0,0,1,0,"OECD","Fuel excise tax","Driving taxation","Carbon Pricing","Market","jump",1
"447","Transport","Financial support","ARG",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"448","Transport","Financial support","KOR",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"449","Transport","Financial support","ESP",2012,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"450","Transport","Fossil Fuel Subsidies Transport","NOR",2012,9,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"451","Transport","Fossil Fuel Subsidies Transport","GRC",2012,5,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"452","Transport","Investment in Rail Infrastructure","GRC",2012,4,"NMBI","Other NMBI",2,-2,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"453","Transport","Investment in Rail Infrastructure","DEU",2012,7,"NMBI","Other NMBI",2,3,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"454","Transport","MEPS Transport","BRA",2012,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"455","Transport","MEPS Transport","CHN",2012,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"456","Buildings","Bans and Phaseouts Fossil Fuels Heating","DNK",2013,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"457","Buildings","BuildingEnergyCodes","FIN",2013,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"458","Buildings","BuildingEnergyCodes","GRC",2013,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"459","Buildings","Excise Taxes Buildings","ROU",2013,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",1
"460","Buildings","Excise Taxes Buildings","CHL",2013,1,"MBI","Carbon Pricing",1,1,1,0,0,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",0
"461","Buildings","Financial support","ESP",2013,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"462","Buildings","Financial support","NOR",2013,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"463","Buildings","Financing Mechanism Buildings","NLD",2013,5,"MBI","Subsidy",2,5,0,1,0,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"464","Buildings","Financing Mechanism Buildings","TUR",2013,8,"MBI","Subsidy",8,8,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"465","Buildings","Fossil Fuel Subsides Buildings","MEX",2013,5,"MBI","Carbon Pricing",2,4,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"466","Buildings","Fossil Fuel Subsides Buildings","NOR",2013,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"467","Buildings","Labels Appliances","IDN",2013,5,"NMBI","Information",2,2,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"468","Buildings","Labels Appliances","SAU",2013,8,"NMBI","Information",3,3,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"469","Buildings","Labels Appliances","TUR",2013,8,"NMBI","Information",3,3,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"470","Buildings","MEPS of appliances","NZL",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"471","Buildings","MEPS of appliances","TUR",2013,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"472","Electricity","AirEmissionStandards","ESP",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"473","Electricity","AirEmissionStandards","IRL",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"474","Electricity","AirEmissionStandards","HUN",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"475","Electricity","AirEmissionStandards","NLD",2013,8,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"476","Electricity","AirEmissionStandards","DEU",2013,8,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"477","Electricity","AirEmissionStandards","ITA",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"478","Electricity","AirEmissionStandards","SVK",2013,8,"NMBI","Performance Standards",6,6,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"479","Electricity","AirEmissionStandards","DNK",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"480","Electricity","AirEmissionStandards","AUT",2013,8,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"481","Electricity","AirEmissionStandards","CZE",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"482","Electricity","AirEmissionStandards","SWE",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"483","Electricity","AirEmissionStandards","POL",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"484","Electricity","AirEmissionStandards","GBR",2013,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"485","Electricity","Feed-In-Tariffs","ITA",2013,8,"MBI","Subsidy",4,4,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"486","Electricity","Fossil Fuel Subsidies Electricity","POL",2013,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"487","Electricity","Fossil Fuel Subsidies Electricity","ITA",2013,7,"MBI","Carbon Pricing",3,7,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"488","Electricity","PlanningRenewablesExpansion","POL",2013,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"489","Electricity","PlanningRenewablesExpansion","SVK",2013,4,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"490","Electricity","PlanningRenewablesExpansion","NLD",2013,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"491","Electricity","PlanningRenewablesExpansion","ZAF",2013,5,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"492","Electricity","Renewable energy certificates","GBR",2013,10,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",1
"493","Electricity","Renewable energy certificates","ROU",2013,9,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",1
"494","Industry","EnergyEfficiencyMandates","FRA",2013,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"495","Industry","EnergyEfficiencyMandates","ROU",2013,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"496","Industry","EnergyEfficiencyMandates","CHL",2013,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"497","Industry","EnergyEfficiencyMandates","CAN",2013,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"498","Industry","ETS Industry","USA",2013,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"499","Industry","Excise Taxes Industry","PRT",2013,3,"MBI","Carbon Pricing",2,0,0,1,0,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",1
"500","Industry","Excise Taxes Industry","ESP",2013,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",1
"501","Industry","Financing Mechanism Industry","TUR",2013,10,"MBI","Subsidy",10,10,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"502","Industry","Fossil Fuel Subsidies Industry","AUT",2013,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"503","Industry","Fossil Fuel Subsidies Industry","MEX",2013,5,"MBI","Carbon Pricing",4,4,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"504","Industry","Fossil Fuel Subsidies Industry","ESP",2013,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","slow_increase",1
"505","Industry","Fossil Fuel Subsidies Industry","NLD",2013,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"506","Industry","Fossil Fuel Subsidies Industry","NZL",2013,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"507","Industry","Fossil Fuel Subsidies Industry","SWE",2013,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"508","Industry","Fossil Fuel Subsidies Industry","IDN",2013,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"509","Transport","ETS Transport","USA",2013,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Emissions trading scheme","Driving taxation","Carbon Pricing","Market","jump",1
"510","Transport","Financial support","ESP",2013,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"511","Transport","Fossil Fuel Subsidies Transport","SWE",2013,5,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"512","Transport","Fossil Fuel Subsidies Transport","GRC",2013,7,"MBI","Carbon Pricing",2,4,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"513","Transport","Fossil Fuel Subsidies Transport","COL",2013,5,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"514","Transport","Investment in Rail Infrastructure","FIN",2013,7,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"515","Transport","Investment in Rail Infrastructure","CZE",2013,7,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"516","Transport","Labels Passenger Cars","CHL",2013,10,"NMBI","Information",10,10,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"517","Transport","Labels Passenger Cars","USA",2013,10,"NMBI","Information",10,10,1,1,1,"OECD","Label","Label","Information","Non-market","jump",1
"518","Transport","Labels Passenger Cars","IND",2013,10,"NMBI","Information",10,10,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"519","Transport","MEPS Transport","MEX",2013,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
